text_slangwords,polarity
sangat mengecewakan promo hanya omong besar ternyata ada syarat yang harus dipenuhi saya sudah checkout pesanan dan berhasil lalu dikembalikan lagi waktu mau checkout ulang promo yang tadinya ada hilang begitu saja promo lainnya pun kuota ongkirnya berkurang padahal gagal dipakai jangan cuma banyak omong minta maaf secara formal dan sampah deh konsisten dengan sistemmu itu lebih diperlukan daripada maafmu payah,negatif
kurir rekomendasi tokopedia kacaupaket sudah lewat lebih dari hari dari jadwal edapat laporan barang sudah diterima padahal belum menerima barang sama sekali tidak ada foto kurir saat serah terima lagikacaukacau cek resi di tokopedia tidak ada update dan masih di lilo cgk aduuhkacau kurirnya beli paket mulai dikirim sampai sekarang juli belum sampai resi di cek di web kurir tidak bisa lagi,negatif
ga jelas sudah bayar tapi bahkan di cancel otomatis karena tidak sesuai syarat dan ketentuan kalau memang g sesuai yh harusnya ada fitur otomatis g bisa di pakai voucher nya kalau gini kan jadi hilang voucher walau duit kembali bego benar deh system nya,negatif
saya pengguna baru di toko pedia mau coba belanja di sini sudah saya bayar tagihan belanja saya tibatiba dibatalkan oleh sistem maksudnya bagaimana iya alasannya saya tidak memenuhi kriteria kalau begitu kenapa tidak dari awal sebelum checkout diberitahukan kecewa uang yang di refund pun cuma untuk barang bukan ongkos kirim dan biaya penanganan tolong lain kali kalau gak niat kasih diskon gak perlu main curang setidaknya customer diberitahukan bukan asal membatalkan,negatif
saya kasi bintang dulu baru pertama kali coba tokopedia pengen daftar affiliate suruh update google play terus padahal google play saya sudah versi terbaru tapi bukan hanya ke daftar affiliatenya saja ke chat cs nya juga gitu suruh update google play terus tolong di perbaiki,negatif
hapus saja deh kurir rekomendasi pengiriman makin lambar tokopediacare jadi ga bisa memberikan solusi padahal awalan saya selalu pakai tokopedia kalau belanja karena bagus tapi sekarang makin jelek kualitas nya,negatif
aplikasi online shop terribet login akun susah nya minta ampun kalau nomornya tidak aktif dapat kupon gratis tidak bisa dipakai sudah co barang sudah payment juga bahkan ditolak sistem iya ampun klau bisa upload bukti video tangkapan layar mau saya upload,negatif
saya suka tokopedia dari ui nya termasuk juga promo yang ditawarkan cuma sayang pengiriman barang cukup lama ditambah update posisi barang ga jelas seolaholah ga gerak barangnya padahal saya pengguna plus maaf saya bintang dulu kalau deh diperbaiki keluhan saya saya tambah bintangnya terima kasih,negatif
padahal pakai aplikasi ini sudah lama tapi setiap beli barang yang pengirimanya pakai id expr³s kenapa selalu lama padahal penjual sudah drop off barang hari lalu tapi di lacak tulisanya pesanan belum siap untuk di pickup kurir kalau saran saya lebih baik dihilangkan saja expedisi itu kasihan pembeli sama penjualnya gara expedisinya,negatif
buruk dalam segala hal tutup saja lebih baik lah pelit banget sama promo baru pertama kali belanja dapat promo pas sudah pembayaran lewat minimarket bahkan dibatalkan sistem mau ditarik saldo refundnya bahkan ribet alhasil harus dibelanjakan lagi jangankan dapat promo diskon gratis ongkos kirim juga tidak dapat jadinya penipuan banget kesannya,negatif
fungsi filter tokopedia tidak berfungsi normalrusak padahal versi sebelumnya normal sekarang mau cari produk terbaru tidak muncul produk terbarunya mau cari harga terendah tertinggi tidak ada perubahan sama sekali tolong diperbaiki segera,negatif
semakin lama sama saja seperti toko oren pencariannya jadi ga bisa spesifik sama yang dicari hasil pencarian barang yang saya ingin semakin lama bahkan merambah ke tipe jenis yang lainlain padahal saya mengunggulkan tokopedia ini karena fitur pencariannya akurat dan spesifik dengan apa yang ditulis di kolom pencarian tetapi sekarang sama saja membuat saya kurang nyaman memakainya tidak ada bedanya dengan sebelah,negatif
kurir ekspedisinya malasmalas deh sampai kota tujuan tapi dikirim ke alamat tujuannya hari kemudian ga hanya sekali duakali tigakali tapi sering ga kaya si oyen ada garansi tepat waktu dan garcepgarcep semua,negatif
pengalaman buruk tokopedia barang saya dianggap hilang di perjalanan kemudian saya mengajukan komplain hingga disetujui dengan kesepakatan pengembalian dana sebesar rb yang menulis admin tokopedia karena sudah sesuai dengan yang saya keluarkan tapi yang dikembalikan bahkan rb bukannya bagaimana iya untung barang saya murah tapi karena itu saya jadi sangsi kalau barang saya bernilai jutaan pertimbangkan dulu kalau beli barang mahal pakai tokopedia pdhl saya sudah bayar ekstra untuk asuransi,negatif
ini skrg bagaimana sih sistem pencarian di tokped kok amburadul contoh saya mencari iqoo z g bekas harga terendah yang keluar bahkan semua merk hp dari harga jtaan tolonglah kembalikan sistem pencariannya seperti yang dulu yang akurat sesuai,negatif
beli barang harga mahal dikirim barang palsu dan bahannya sangat jelek tapi tidak bisa mengajukan pengembalian dana padahal sudah jelas tertera di deskripsi product sama foto asli product yang diterima sangat berbeda sudaj coba hubungi tokopedia care tapi dana tetap diteruskan ke penjual sangat kecewa,negatif
tadinya paling suka kalau belanja di tokopedia user friendly tampilan enak dan aplikasinya ringan tapi kenapa sekelas tokped bisa merekomendasikan jne sebagai salah satu ekspedisinya salah besar tolong pihak tokped untuk bisa mengindahkan kritik customer terutama perihal kurir rekomendasi,positif
khusus pengguna baru harap hati soalnya saya habis transaksi lwat transfer bank lalu di batalakan sama sistem toped tetapi uang yang buat pembayaran tidak kembali ke rekening pusat bantuan di aplikasi toped tidak bisa di klik sama sekali terimakasih,netral
sudah langganan lama member platinum pernah semarang posisi gold langganan plus juga pelayanan jasa pengiriman nya semakin kesini semakin buruk ada dua kali pesanan kita komplain lewat tokopedia care sudah komunikasi tapi lama penanganan nya tidak ada pilihan pembatalan pesanan posisi pesanan tidak ada update status terutama untuk expedisi gtl payah seharusnya nya di kasih pilihan update or pembatalan kalau tertahan di titik penyortiran lebih dari hari waktu yang ditawarkan,negatif
dari dulu saya selalu belanja di tokopedia tapi semenjak tahun belakangan ini pengiriman kacau kurir rekomendasi lamaaaa bgtcekout pesanan tanggal di ambil kurir tanggal sampai tanggal paketan tidak bergerak sama sekali setelah paketan saya ini dateng saya sudah gak mau lagi pakai tokopedia kacau banget banget banget di aplikasi sebelah hari sampai di tokopedia boro boro hari bulan baru sampai terimankasih tokopedia,negatif
fitur chatnya toped bikin ribet masa gak bisa kirim video foto juga gk bisa format gambar selain jpg png di ulasan gk bisa kirim video lebih dr detik mau komplain ke seller jadi susah aplikasi sebelah gk kaya gini tuh,negatif
okee aplikasi dan layanannya bagus cuma pembayarannya gak banyak pilihan tapiiiii saya kurang nyaman dengan notifikasi barang pencarian yang datangnya sering sekali seperti bagaimana gtu iya bisa tolong di atasi ini notifikasi yang penting saja yang di tampilkan,negatif
kurir rekomendasinya sungguh amat sangat mengecewakankalo bisa g perlu pakai jnepengiriman sangat lambat sekalimending saya hapus aplikasinyasaya pindah ke aplikasi lainwalaupun bebas ongkos kirim tapi pengirimannya cepat bgtpadahal dulu saya sangat cocok dengan tokopediatapi akhir ini pengiriman bebas ongkos kirim amat sangat mengecewakan,negatif
dari segi advertising lumayan banyakbahkan di aplikasi musik bawaan ponsel pun adamenurut saya ini lumayan menganggu mengingat banyak aplikasi yang apa² harus lihat iklan terlebih dahulusaya sendiri user tokopedia jadi saran saya untuk advertising tolong sedikit dikurangiminimal jangan tampilkan iklan itu di aplikasi bawaan ponsel karena akan menganggu kinerja dan memakan waktu,negatif
aplikasinya bagus tapi pengirimannya selalu lama selalu melebihi estimasi mana gabisa milih kurir lama banget pula bagusan sebelah banget kalau masalah pengiriman mana saldo dari transaksi yang dibatalkan gabisa ditarik harusnya tidak ada uang diproses penjual setelah pembayaran sedang apa kan sudah bayar tolong benahi,negatif
saya sudah langganan plus tapi kecepatan kurir yang dipilih aplikasi lambat seperti kalau non langganan plus mohon lebih selektif dalam menentukan kurir yang akan digunakan termasuk memberikan penilaian kinerja kurir,netral
sebagai pengguna awal ditawarin transaksi dengan discount besar plus bebas ongkos kirim tertarik banget pokoknya langsung order plus bayar via transfer selesai transfer transaksi langsung dibatalkan oleh toped saldo di refund ke akun toped mau digunakan lagi sudah tidak ada voucher plus gratis ongkos kirim nya customer cuma dibohongin dipaksa belanja dong karena dana sudah masuk tapi harganya normal,negatif
toped kenapa mulai kemarin tanggal mei search engine ny jadi aneh coba deh cek di bagian it developer ny apa ada yang diutak atik efek bagus ny penjual spam yang copy paste jualan pada hilang tapi untuk search yang sebelum ny smart jadi kacau seharusnya kan search per kata kenapa jadi search per huruf mana barang tidak nyambung harga seribuan dimunculin kan jadi tambah lama dan sulit untuk mencari barang yang kita inginkan contoh kita butuh barang dengan nama level hideout tapi yang muncul random,negatif
saya suka belanja di tokopedia karena banyak bagi voucher diskon cuma yang gak saya sukai jasa ekspedisinya kok lambat dan terkesan malas gitu yaa gak gercep saya juga agak menyayangkan beberapa seller yang lambat mengemas pesanan bahkan ada yang sampai mau tiba waktu pembatalan otomatis pesanan baru dikirim tolong dibenahi hal ini ekspedisi dan seller yang kurang gercep thanx,negatif
untuk saat ini sangatsangat tidak rekomendasi belanja pakai tokopedia satu masalah nya jasa kirim gk jelas lambat update gk jelas terlambat update jauh sekali dengan toko sebelah perbedaanya saran saja lebih baik ngak perlu belanja di tokped deh kalau jasa kirim nya masih pakai id express lebih baik belanja di shoppe pke spx id jauh sekali perbedaan nya,negatif
metode beli langsung yang gabisa milih berapa stok itu ganggu banget sumpah wkwk kenapa gitu si menu filter juga engga ada jumlah hasil pencarian sering bug sehabis checkout aplikasi tidak bisa dikembalikan ke menu home jauh lebih baik yang dulu,negatif
apa coba pengguna baru dapat diskon tapi pas di pakai gk bisa pdhl belum pernah di pakai awalnya tinggal di metode pembayaran tapi karena loading nya lama aku keluar buka wa pas balik tulisannya eror dan gk bisa di pakai lagi diskonnyahapus apk nya,positif
update terbaru sorting barang harga terendahtertinggi error terus barang tidak urut setelah lihat barang urutan harga berubah lagi di keranjang kalau bisa seperti dulu ada berat barang sehingga pembeli tahu mana barang yang berat semoga cepat diperbaiki saya turunkan jadi bintang kalau sudah perbaikan saya ulas kembali terimakasih,negatif
aplikasi fitur pencarian produk berubah semakin tidak jelas produk yang dicari tidak sesuai spesifik yang dicari padahal fitur pencarian yang lama sudah bagus bahkan di ubah gak jelas kembalikan fitur pencarian yang seperti dulu lebih spesifik jangan tiru toko oren yang berantakan,negatif
pilihan barang variatif dan banyak promo potongan harga gratis ongkos kirim dan lain-lain namun sangat disayangkan untuk jasa pengiriman dari fitur pengiriman sangat lambat sudah hari barang belum nyampe proses komplain juga lama tingkatkan lagi pelayanan agar tidak kehilangan customer dan betah,positif
tokopedia jadi ngeselin sekarang ga kaya dulu mulai dari ui nya ga nyaman belum selesai lihat gambar produk main ganti saja gambarnya terus diskusi produk apa sudah ga ada sudah ga pakai tokopedia card notifikasinya muncul melulu tiap bulan banyak promo ga bisa digabung banyak biaya tersembunyi jangan pakai layanan plus ga ada banyak bedanya sama pengguna normal,negatif
tokopedia tolong dong id express cut saja dari kerjasama jika tidak ada niatan untuk memperbaiki performa untuk id express di tempat lain saya kurang tahu tepat waktu atau tidak cuman untuk id express th cakung sudah kali pengalaman paket sangat lama dikirim stuck hari di th cakung sangat membuang waktu kalau marketplace nya sih aman iya sejauh ini tapi jad pengiriman sangat buruk jika pakai id expres semoga kedepannya diperbaiki lagi dan ditingkatkan lagi,negatif
tokopedia sih sudah lumayan bagus tapi kalau proses pengembalian itu lebih sulit daripada aplikasi belanja online yang lain karena ga ada pilihan berubah pikiran makanya kadang lebih sulit terus juga kalau sudah checkout suka tiba tiba dibatalkan sistem aneh emang padahal kalau emang kita mau checkout voucher ga bisa dipake lebih baik kasih tahu saja pemberitahuan voucher tidak bisa digunakan atau apalah jangan bahkan terbatalkan setelah checkout iya itu saja sarannya semoga lebih baik lagi tokopedia,negatif
tolong tingkatkan efisiensi sistemnya jika saya klik menu keranjang dan wishlist pas klik barang dan setelah selesai lihat begitu kembali selalu menuju barang paling atas tersimpan jadi scroll ke bawah lagi terus gitu berulang jadinya buang tenaga dan waktu sudah sampai pada urutan tengah kembali lagi ke menu paling atas,negatif
makin hari makin tidak jelas ini tokopedia terutama masalah pengiriman ayolah kami pelanggan setia mu kamu mulai belum ada toko oren saya sudah jadi pelanggan tokopedia tapi kok semakin buruk kualitasnya terutama yang pakai gratis ongkos kirim gk ada yang pernah tepat waktu paket dilempar² dari expedisi ke yang lain gk jelas amat kalah sama tokosebelah walau gratis ongkos kirim bisa pilih expedisi,negatif
sangat buruk tibatiba pesanan di batalkan sepihak terus voucher gratis ongkos kirim dan voucher lain gak balik sebel banget sama apk ini jarang ada promo sekali ada promo bahkan kayak gitu belajarlah dari si oren biar banyak penggunanya,negatif
terima kasih kakak buat aplikasinya tapi kalau memberikan voucher tuh jangan ngadangada iya kakak awalnya bisa digunakan tapi pas transaksi bahkan dibatalkan saya transaksi via minimarket kakak kalau sering di php in terus kayak begini yang ada berat di biaya adminnya melayang duitnya meski gak seberapa betul saya bikin akun baru tapi itu akun buat keluarga saya nanti syaratnya diperjelas lagi kakak akun tokped buat kartu keluarga saja gak perlu bikin baru gak guna,negatif
